fechaInicial;dia;tipo de habitacion;extra
30/11/2023;sabado;suite;350000
1/12/2023;sabado;suite;350000
2/12/2023;sabado;suite;350000
3/12/2023;lunes, martes;suite;150000
4/12/2023;lunes, martes;suite;150000
5/12/2023;lunes, martes;suite;150000
6/12/2023;lunes, martes;suite;150000
7/12/2023;lunes, martes;suite;150000
8/12/2023;lunes, martes;suite;150000
9/12/2023;lunes, martes;suite;150000
10/12/2023;viernes, sabado, domingo;suite;250000
11/12/2023;viernes, sabado, domingo;suite;250000
12/12/2023;viernes, sabado, domingo;suite;250000
13/12/2023;viernes, sabado, domingo;suite;250000
14/12/2023;viernes, sabado, domingo;suite;250000
15/12/2023;viernes, sabado, domingo;suite;250000
16/12/2023;viernes, sabado, domingo;suite;250000
17/12/2023;lunes, martes;suite;350000
18/12/2023;lunes, martes;suite;350000
19/12/2023;lunes, martes;suite;350000
20/12/2023;lunes, martes;suite;350000
21/12/2023;lunes, martes;suite;350000
22/12/2023;lunes, martes;suite;350000
23/12/2023;lunes, martes;suite;350000
24/12/2023;viernes, sabado, domingo;suite;150000
25/12/2023;viernes, sabado, domingo;suite;150000
26/12/2023;viernes, sabado, domingo;suite;150000
27/12/2023;viernes, sabado, domingo;suite;150000
28/12/2023;viernes, sabado, domingo;suite;150000
29/12/2023;viernes, sabado, domingo;suite;150000
30/12/2023;viernes, sabado, domingo;suite;150000
31/12/2023;jueves, viernes;suite;250000
1/01/2023;lunes, martes;suite doble;200000
2/01/2023;lunes, martes;suite doble;200000
3/01/2023;lunes, martes;suite doble;200000
4/01/2023;lunes, martes;suite doble;200000
5/01/2023;lunes, martes;suite doble;200000
6/01/2023;lunes, martes;suite doble;200000
7/01/2023;lunes, martes;suite doble;200000
8/01/2023;viernes, sabado, domingo;suite doble;300000
9/01/2023;viernes, sabado, domingo;suite doble;300000
10/01/2023;viernes, sabado, domingo;suite doble;300000
11/01/2023;viernes, sabado, domingo;suite doble;300000
12/01/2023;viernes, sabado, domingo;suite doble;300000
13/01/2023;viernes, sabado, domingo;suite doble;300000
14/01/2023;viernes, sabado, domingo;suite doble;300000
15/01/2023;lunes;suite doble;400000
16/01/2023;lunes;suite doble;400000
17/01/2023;lunes;suite doble;400000
18/01/2023;lunes;suite doble;400000
19/01/2023;lunes;suite doble;400000
20/01/2023;lunes;suite doble;400000
21/01/2023;lunes;suite doble;400000
22/01/2023;sabado, domingo;suite doble;200000
23/01/2023;sabado, domingo;suite doble;200000
24/01/2023;sabado, domingo;suite doble;200000
25/01/2023;sabado, domingo;suite doble;200000
26/01/2023;sabado, domingo;suite doble;200000
27/01/2023;sabado, domingo;suite doble;300000
28/01/2023;sabado, domingo;suite doble;300000
29/01/2023;martes;suite doble;300000
30/01/2023;martes;suite doble;300000
31/01/2023;martes;suite doble;300000
1/02/2023;martes;suite doble;300000
2/02/2023;martes;suite doble;300000
3/02/2023;martes;suite doble;400000
4/02/2023;martes;suite doble;400000
5/02/2023;sabado, domingo;suite doble;400000
6/02/2023;sabado, domingo;suite doble;400000
7/02/2023;sabado, domingo;suite doble;400000
8/02/2023;sabado, domingo;suite doble;400000
9/02/2023;sabado, domingo;suite doble;400000
10/02/2023;sabado, domingo;suite doble;200000
11/02/2023;miercoles;suite doble;200000
12/02/2023;miercoles;suite doble;200000
13/02/2023;miércoles;suite doble;200000
14/02/2023;miercoles;suite doble;200000
15/02/2023;miercoles;suite doble;300000
16/02/2023;miercoles;suite doble;300000
17/02/2023;miercoles;suite doble;300000
18/02/2023;miercoles;suite doble;300000
19/02/2023;sabado;suite doble;300000
20/02/2023;sabado;suite doble;300000
21/02/2023;sabado;suite doble;300000
22/02/2023;sabado;suite doble;400000
23/02/2023;sabado;suite doble;400000
24/02/2023;sabado;suite doble;400000
25/02/2023;sabado;suite doble;400000
26/02/2023;lunes, martes;suite doble;400000
27/02/2023;lunes, martes;suite doble;400000
28/02/2023;lunes, martes;suite doble;400000
1/03/2023;lunes, martes;suite doble;200000
2/03/2023;lunes, martes;suite doble;200000
3/03/2023;lunes, martes;suite doble;200000
4/03/2023;lunes, martes;suite doble;200000
5/03/2023;viernes, sabado, domingo;suite doble;200000
6/03/2023;viernes, sabado, domingo;suite doble;200000
7/03/2023;viernes, sabado, domingo;suite doble;200000
8/03/2023;viernes, sabado, domingo;suite doble;300000
9/03/2023;viernes, sabado, domingo;suite doble;300000
10/03/2023;viernes, sabado, domingo;suite doble;300000
11/03/2023;viernes, sabado, domingo;suite doble;300000
12/03/2023;lunes;suite doble;300000
13/03/2023;lunes;suite doble;300000
14/03/2023;lunes;suite doble;300000
15/03/2023;lunes;suite doble;400000
16/03/2023;lunes;suite doble;400000
17/03/2023;lunes;suite doble;400000
18/03/2023;lunes;suite doble;400000
19/03/2023;sabado, domingo;suite doble;400000
20/03/2023;sabado, domingo;suite doble;400000
21/03/2023;sabado, domingo;suite doble;400000
22/03/2023;sabado, domingo;suite doble;200000
23/03/2023;sabado, domingo;suite doble;200000
24/03/2023;sabado, domingo;suite doble;200000
25/03/2023;sabado, domingo;suite doble;200000
26/03/2023;martes;suite doble;200000
27/03/2023;martes;suite doble;300000
28/03/2023;martes;suite doble;300000
29/03/2023;martes;suite doble;300000
30/03/2023;martes;suite doble;300000
31/03/2023;martes;suite doble;300000
1/04/2023;martes;suite doble;300000
2/04/2023;sabado, domingo;suite doble;300000
3/04/2023;sabado, domingo;suite doble;400000
4/04/2023;sabado, domingo;suite doble;400000
5/04/2023;sabado, domingo;suite doble;400000
6/04/2023;sabado, domingo;suite doble;400000
7/04/2023;sabado, domingo;suite doble;400000
8/04/2023;miercoles;suite doble;400000
9/04/2023;miercoles;suite doble;400000
10/04/2023;miércoles;suite doble;200000
11/04/2023;miercoles;suite doble;200000
12/04/2023;miercoles;suite doble;200000
13/04/2023;miercoles;suite doble;200000
14/04/2023;miercoles;suite doble;200000
15/04/2023;miercoles;suite doble;300000
16/04/2023;sabado;suite doble;300000
17/04/2023;sabado;suite doble;300000
18/04/2023;sabado;suite doble;300000
19/04/2023;sabado;suite doble;300000
20/04/2023;sabado;suite doble;300000
21/04/2023;sabado;suite doble;300000
22/04/2023;sabado;suite doble;400000
23/04/2023;lunes, martes;suite doble;400000
24/04/2023;lunes, martes;suite doble;400000
25/04/2023;lunes, martes;suite doble;400000
26/04/2023;lunes, martes;suite doble;400000
27/04/2023;lunes, martes;suite doble;400000
28/04/2023;lunes, martes;suite doble;400000
29/04/2023;lunes, martes;suite doble;200000
30/04/2023;viernes, sabado, domingo;suite doble;200000
1/05/2023;viernes, sabado, domingo;suite doble;200000
2/05/2023;viernes, sabado, domingo;suite doble;200000
3/05/2023;viernes, sabado, domingo;suite doble;200000
4/05/2023;viernes, sabado, domingo;suite doble;200000
5/05/2023;viernes, sabado, domingo;suite doble;200000
6/05/2023;viernes, sabado, domingo;suite doble;300000
7/05/2023;lunes;suite doble;300000
8/05/2023;lunes;suite doble;300000
9/05/2023;lunes;suite doble;300000
10/05/2023;lunes;suite doble;300000
11/05/2023;lunes;suite doble;300000
12/05/2023;lunes;suite doble;300000
13/05/2023;lunes;suite doble;400000
14/05/2023;sabado, domingo;suite doble;400000
15/05/2023;sabado, domingo;suite doble;400000
16/05/2023;sabado, domingo;suite doble;400000
17/05/2023;sabado, domingo;suite doble;400000
18/05/2023;sabado, domingo;suite doble;400000
19/05/2023;sabado, domingo;suite doble;400000
20/05/2023;sabado, domingo;suite doble;200000
21/05/2023;martes;suite doble;200000
22/05/2023;martes;suite doble;200000
23/05/2023;martes;suite doble;200000
24/05/2023;martes;suite doble;200000
25/05/2023;martes;suite doble;300000
26/05/2023;martes;suite doble;300000
27/05/2023;martes;suite doble;300000
28/05/2023;sabado, domingo;suite doble;300000
29/05/2023;sabado, domingo;suite doble;300000
30/05/2023;sabado, domingo;suite doble;300000
31/05/2023;sabado, domingo;suite doble;300000
1/06/2023;sabado, domingo;suite doble;400000
2/06/2023;sabado, domingo;suite doble;400000
3/06/2023;miercoles;suite doble;400000
4/06/2023;miercoles;suite doble;400000
5/06/2023;miércoles;suite doble;400000
6/06/2023;miercoles;suite doble;400000
7/06/2023;miercoles;suite doble;400000
8/06/2023;miercoles;suite doble;200000
9/06/2023;miercoles;suite doble;200000
10/06/2023;miercoles;suite doble;200000
11/06/2023;sabado;suite doble;200000
12/06/2023;sabado;suite doble;200000
13/06/2023;sabado;suite doble;300000
14/06/2023;sabado;suite doble;300000
15/06/2023;sabado;suite doble;300000
16/06/2023;sabado;suite doble;300000
17/06/2023;sabado;suite doble;300000
18/06/2023;lunes, martes;suite doble;300000
19/06/2023;lunes, martes;suite doble;300000
20/06/2023;lunes, martes;suite doble;400000
21/06/2023;lunes, martes;suite doble;400000
22/06/2023;lunes, martes;suite doble;400000
23/06/2023;lunes, martes;suite doble;400000
24/06/2023;lunes, martes;suite doble;400000
25/06/2023;viernes, sabado, domingo;suite doble;400000
26/06/2023;viernes, sabado, domingo;suite doble;400000
27/06/2023;viernes, sabado, domingo;suite doble;200000
28/06/2023;viernes, sabado, domingo;suite doble;200000
29/06/2023;viernes, sabado, domingo;suite doble;200000
30/06/2023;viernes, sabado, domingo;suite doble;200000
1/07/2023;viernes, sabado, domingo;suite doble;200000
2/07/2023;lunes;suite doble;200000
3/07/2023;lunes;suite doble;200000
4/07/2023;lunes;suite doble;300000
5/07/2023;lunes;suite doble;300000
6/07/2023;lunes;suite doble;300000
7/07/2023;lunes;suite doble;300000
8/07/2023;lunes;suite doble;300000
9/07/2023;sabado, domingo;suite doble;300000
10/07/2023;sabado, domingo;suite doble;300000
11/07/2023;sabado, domingo;suite doble;400000
12/07/2023;sabado, domingo;suite doble;400000
13/07/2023;sabado, domingo;suite doble;400000
14/07/2023;sabado, domingo;suite doble;400000
15/07/2023;sabado, domingo;suite doble;400000
16/07/2023;martes;suite doble;400000
17/07/2023;martes;suite doble;400000
18/07/2023;martes;suite doble;200000
19/07/2023;martes;suite doble;200000
20/07/2023;martes;suite doble;200000
21/07/2023;martes;suite doble;200000
22/07/2023;martes;suite doble;200000
23/07/2023;sabado, domingo;suite doble;300000
24/07/2023;sabado, domingo;suite doble;300000
25/07/2023;sabado, domingo;suite doble;300000
26/07/2023;sabado, domingo;suite doble;300000
27/07/2023;sabado, domingo;suite doble;300000
28/07/2023;sabado, domingo;suite doble;300000
29/07/2023;miercoles;suite doble;300000
30/07/2023;miercoles;suite doble;400000
31/07/2023;miércoles;suite doble;400000
1/08/2023;miercoles;suite doble;400000
2/08/2023;miercoles;suite doble;400000
3/08/2023;miercoles;suite doble;400000
4/08/2023;miercoles;suite doble;400000
5/08/2023;miercoles;suite doble;400000
6/08/2023;sabado;suite doble;200000
7/08/2023;sabado;suite doble;200000
8/08/2023;sabado;suite doble;200000
9/08/2023;sabado;suite doble;200000
10/08/2023;sabado;suite doble;200000
11/08/2023;sabado;suite doble;300000
12/08/2023;sabado;suite doble;300000
13/08/2023;lunes, martes;suite doble;300000
14/08/2023;lunes, martes;suite doble;300000
15/08/2023;lunes, martes;suite doble;300000
16/08/2023;lunes, martes;suite doble;300000
17/08/2023;lunes, martes;suite doble;300000
18/08/2023;lunes, martes;suite doble;400000
19/08/2023;lunes, martes;suite doble;400000
20/08/2023;viernes, sabado, domingo;suite doble;400000
21/08/2023;viernes, sabado, domingo;suite doble;400000
22/08/2023;viernes, sabado, domingo;suite doble;400000
23/08/2023;viernes, sabado, domingo;suite doble;400000
24/08/2023;viernes, sabado, domingo;suite doble;400000
25/08/2023;viernes, sabado, domingo;suite doble;200000
26/08/2023;viernes, sabado, domingo;suite doble;200000
27/08/2023;lunes;suite doble;200000
28/08/2023;lunes;suite doble;200000
29/08/2023;lunes;suite doble;200000
30/08/2023;lunes;suite doble;200000
31/08/2023;lunes;suite doble;200000
1/09/2023;lunes;suite doble;300000
2/09/2023;lunes;suite doble;300000
3/09/2023;sabado, domingo;suite doble;300000
4/09/2023;sabado, domingo;suite doble;300000
5/09/2023;sabado, domingo;suite doble;300000
6/09/2023;sabado, domingo;suite doble;300000
7/09/2023;sabado, domingo;suite doble;300000
8/09/2023;sabado, domingo;suite doble;400000
9/09/2023;sabado, domingo;suite doble;400000
10/09/2023;martes;suite doble;400000
11/09/2023;martes;suite doble;400000
12/09/2023;martes;suite doble;400000
13/09/2023;martes;suite doble;400000
14/09/2023;martes;suite doble;400000
15/09/2023;martes;suite doble;200000
16/09/2023;martes;suite doble;200000
17/09/2023;sabado, domingo;suite doble;200000
18/09/2023;sabado, domingo;suite doble;200000
19/09/2023;sabado, domingo;suite doble;200000
20/09/2023;sabado, domingo;suite doble;300000
21/09/2023;sabado, domingo;suite doble;300000
22/09/2023;sabado, domingo;suite doble;300000
23/09/2023;miercoles;suite doble;300000
24/09/2023;miercoles;suite doble;300000
25/09/2023;miércoles;suite doble;300000
26/09/2023;miercoles;suite doble;300000
27/09/2023;miercoles;suite doble;400000
28/09/2023;miercoles;suite doble;400000
29/09/2023;miercoles;suite doble;400000
30/09/2023;miercoles;suite doble;400000
1/10/2023;sabado;suite doble;400000
2/10/2023;sabado;suite doble;400000
3/10/2023;sabado;suite doble;400000
4/10/2023;sabado;suite doble;200000
5/10/2023;sabado;suite doble;200000
6/10/2023;sabado;suite doble;200000
7/10/2023;sabado;suite doble;200000
8/10/2023;lunes, martes;suite doble;200000
9/10/2023;lunes, martes;suite doble;300000
10/10/2023;lunes, martes;suite doble;300000
11/10/2023;lunes, martes;suite doble;300000
12/10/2023;lunes, martes;suite doble;300000
13/10/2023;lunes, martes;suite doble;300000
14/10/2023;lunes, martes;suite doble;300000
15/10/2023;viernes, sabado, domingo;suite doble;300000
16/10/2023;viernes, sabado, domingo;suite doble;400000
17/10/2023;viernes, sabado, domingo;suite doble;400000
18/10/2023;viernes, sabado, domingo;suite doble;400000
19/10/2023;viernes, sabado, domingo;suite doble;400000
20/10/2023;viernes, sabado, domingo;suite doble;400000
21/10/2023;viernes, sabado, domingo;suite doble;400000
22/10/2023;lunes;suite doble;400000
23/10/2023;lunes;suite doble;200000
24/10/2023;lunes;suite doble;200000
25/10/2023;lunes;suite doble;200000
26/10/2023;lunes;suite doble;200000
27/10/2023;lunes;suite doble;200000
28/10/2023;lunes;suite doble;200000
29/10/2023;sabado, domingo;suite doble;200000
30/10/2023;sabado, domingo;suite doble;300000
31/10/2023;sabado, domingo;suite doble;300000
1/11/2023;sabado, domingo;suite doble;300000
2/11/2023;sabado, domingo;suite doble;300000
3/11/2023;sabado, domingo;suite doble;300000
4/11/2023;sabado, domingo;suite doble;300000
5/11/2023;martes;suite doble;300000
6/11/2023;martes;suite doble;400000
7/11/2023;martes;suite doble;400000
8/11/2023;martes;suite doble;400000
9/11/2023;martes;suite doble;400000
10/11/2023;martes;suite doble;400000
11/11/2023;martes;suite doble;400000
12/11/2023;sabado, domingo;suite doble;400000
13/11/2023;sabado, domingo;suite doble;200000
14/11/2023;sabado, domingo;suite doble;200000
15/11/2023;sabado, domingo;suite doble;200000
16/11/2023;sabado, domingo;suite doble;200000
17/11/2023;sabado, domingo;suite doble;200000
18/11/2023;miercoles;suite doble;300000
19/11/2023;miercoles;suite doble;300000
20/11/2023;miércoles;suite doble;300000
21/11/2023;miercoles;suite doble;300000
22/11/2023;miercoles;suite doble;300000
23/11/2023;miercoles;suite doble;300000
24/11/2023;miercoles;suite doble;300000
25/11/2023;miercoles;suite doble;400000
26/11/2023;sabado;suite doble;400000
27/11/2023;sabado;suite doble;400000
28/11/2023;sabado;suite doble;400000
29/11/2023;sabado;suite doble;400000
30/11/2023;sabado;suite doble;400000
1/12/2023;sabado;suite doble;400000
2/12/2023;sabado;suite doble;200000
3/12/2023;lunes, martes;suite doble;200000
4/12/2023;lunes, martes;suite doble;200000
5/12/2023;lunes, martes;suite doble;200000
6/12/2023;lunes, martes;suite doble;200000
7/12/2023;lunes, martes;suite doble;300000
8/12/2023;lunes, martes;suite doble;300000
9/12/2023;lunes, martes;suite doble;300000
10/12/2023;viernes, sabado, domingo;suite doble;300000
11/12/2023;viernes, sabado, domingo;suite doble;300000
12/12/2023;viernes, sabado, domingo;suite doble;300000
13/12/2023;viernes, sabado, domingo;suite doble;300000
14/12/2023;viernes, sabado, domingo;suite doble;400000
15/12/2023;viernes, sabado, domingo;suite doble;400000
16/12/2023;viernes, sabado, domingo;suite doble;400000
17/12/2023;lunes, martes;suite doble;400000
18/12/2023;lunes, martes;suite doble;400000
19/12/2023;lunes, martes;suite doble;400000
20/12/2023;lunes, martes;suite doble;400000
21/12/2023;lunes, martes;suite doble;200000
22/12/2023;lunes, martes;suite doble;200000
23/12/2023;lunes, martes;suite doble;200000
24/12/2023;viernes, sabado, domingo;suite doble;200000
25/12/2023;viernes, sabado, domingo;suite doble;200000
26/12/2023;viernes, sabado, domingo;suite doble;200000
27/12/2023;viernes, sabado, domingo;suite doble;200000
28/12/2023;viernes, sabado, domingo;suite doble;300000
29/12/2023;viernes, sabado, domingo;suite doble;300000
30/12/2023;viernes, sabado, domingo;suite doble;300000
31/12/2023;jueves, viernes;suite doble;300000
